分类,公司,上班时间(原文),公司_规范,下班时间(原文),公司_集团,公司评分,评分等级,部门,部门_规范,岗位,岗位_规范,base地,城市,上班时间(标准),下班时间(标准),工作时长_小时,一周工作天数,工作天数(数字),午饭时间,晚饭时间,周三是否特殊,周五是否特殊,新人是否日报/周报,行业,行业细分,补齐标记,备注,35岁比例,福利,外资,来源
互联网,网易互娱,09:30:00,网易,21:30（1，2，4），20:30（3），18:00（放假前一天）,网易,82.3,良好,CC直播事业部,CC直播事业部,客户端开发,客户端开发,广州,广州,09:30,21:30,12,5,5,12:00,18:00,未填写,未填写,是,,未填写,,,,,否,总表
互联网,网易互娱,9.30-10,网易,7.30-9.,网易,82.3,良好,平台组,平台/中台,测开,测试,,杭州,09:00,19:00,10,5，偶尔周末值班,5,11:00,18:00,未填写,未填写,第一个月日报,,未填写,城市,,,,否,总表
互联网,网易有道,10点,网易有道,8点,网易,93,舒适,互动学习部,互动学习部,前端,前端开发,北京,北京,10:00,20:00,10,5,5,12:00,18:30,否,吃了饭就可以走,正式员工写周报,,未填写,,不卷，不怎么加班，弹性工作时间，上下班打卡间隔够9个小时即可,,,否,总表
互联网,唯品会,9-9.30,唯品会,19.30-20.00,唯品会,78.1,良好,供应链,供应链/物流,产品,产品经理,广州,广州,09:00,19:00,10,5,5,12:00,19:00,否,6.30可以走人,是,,未填写,,不卷，资深的同事多，但是新人也有很多机会，是个能躺平的地方。午休一个半小时,,,否,总表
互联网,唯品会,09:30:00,唯品会,7点就可以去吃饭了 回来待一会会就可以走了,唯品会,78.1,良好,运营,运营,运营,运营,广州,广州,09:30,19:00,9.5,,5,14:00,未填写,未填写,未填写,要写,,未填写,工作天数,有食堂免费三餐，味道环境都很好，晚上9:30后有夜宵，有睡眠舱，有图书馆，健身房,,,否,总表
互联网,唯品会,9:00-9:30,唯品会,8:00，大部分人8:20,唯品会,78.1,良好,运营中心,运营,后端,后端开发,上海,上海,09:00,20:00,11,5,5,12:00,18:50,未填写,未填写,未填写,,未填写,,新人培训流程很乱，几乎没有任何业务培训，就让你自己看，然后给任务了,,,否,总表
互联网,唯品会,9.3,唯品会,7,唯品会,78.1,良好,主站app,主站app,前端,前端开发,广州,广州,09:18,19:00,9.7,5,5,12:00,19:00,未填写,无，周五基本5、6点就开始走人了,周报,,未填写,,,,,否,总表
互联网,微软,9:00-10:00,微软,06:00:00,微软,99.4,舒适,C+AI,算法,SWE,SWE,北京,北京,09:00,18:00,9,5,5,13:00,爱来不来,否,否,周报,,未填写,,线上会议，弹性时间，没人管你迟不迟到，以及hc少,,,否,总表
互联网,微软,8:00-10:00,微软,弹性，组里集中在 19:00 - 23:00,微软,99.4,舒适,Forms,Forms,软开,软开,北京,北京,08:00,19:00,11,5,5,12:00,18:00,否,否,否,,未填写,,级别高的员工也不是很轻松。比如我导师 级别低的很轻松 。导师很好 一对一,,,否,总表
互联网,微软,10:30:00,微软,5：30-6：00,微软,99.4,舒适,M365,M365,SWE,SWE,苏州,苏州,10:30,17:30,7,5,5,未填写,17:30,下午茶,否,否,,未填写,,,,,否,总表
互联网,微软,9.-10.30,微软,5.30-7.,微软,99.4,舒适,NLP,NLP,SDE,SDE,苏州,苏州,09:00,17:00,8,5,5,不固定,未填写,否,下午3.到5.是娱乐时间,未填写,,未填写,,时间自由，满8小时就能走，一周2天wfh不需要申请,,,否,总表
互联网,微软,10:00:00,微软,18:00--18:30,微软,99.4,舒适,Office365,Office365,后端,后端开发,苏州,苏州,10:00,18:00,8,5,5,11:30,无晚饭,否,否,周报,,未填写,,下班时间比较早。,,,否,总表
互联网,微软,9,微软,18,微软,99.4,舒适,STCA,STCA,产品,产品经理,苏州,苏州,09:00,18:00,9,5,5,13:00,18:00,否,否,周报,,未填写,,中午午休实际上2h，周五下午有happy hour，摸鱼玩游戏吃肯德基（bing组是这样）。周三下午有甜点。,,,否,总表
互联网,卫士通,8:30-9:30,卫士通,16:30-17:30,卫士通,100,舒适,产品研发中心,技术/研发,后端,后端开发,成都,成都,08:30,16:30,8,5,5,12:00,17:00,未填写,周五一般不加班,有时候写有时候不写,,未填写,,研发大领导的存在导致现在无敌卷，一言堂，低级员工不接触高层也算是养老不错的去处，同事相处都很不错，一些前辈很nice，领导架子都很大,,,否,总表
互联网,微医集团,9:00/10:00（其实没有很严格要求考察）,微医,18:00（上下班都是企业微信打卡）,微医,92.4,舒适,互联网医学院,互联网医学院,营销,市场,北京,北京,09:00,18:00,9,5,5,12:00,18:00,否,视项目和具体工作而定，还没特别严重加班过目前,否，但自己会写下todo list,,未填写,,目前没发现任何问题，但是大集团企业就是各干各的，人情关系没有创业公司那样紧密，也有很多大企业病不过很正常，都是可以接受的程度。,,,否,总表
互联网,文远知行,9点到9:30,文远知行,一般19:30人就差不多走完了,文远知行,66.2,一般,Infra,Infra,技术,研发,广州,广州,09:00,19:30,10.5,5,5,12:00,18:00,否,否,否,,未填写,,有部分同事base在美国，开会时间可能有时候比较早,,,否,总表
互联网,相芯,9,相芯,6,相芯,92.4,舒适,图形部门,图形部门,图形开发工程师,研发,杭州,杭州,09:00,18:00,9,5,5,未填写,18:00,未填写,未填写,要写周报,,未填写,,项目导向,,,否,总表
互联网,小红书,10,小红书,八点半左右，最晚九点多,小红书,65.9,一般,社区基础产品-部门架构改了（名字不知道咯）,产品,前端,前端开发,上海,上海,10:00,21:00,11,大小周，但是我5天,5,14:00,13:00,否,6点多,日报周报,,未填写,下班时间,部门氛围不错，同事们都很好，总体实习体验不错。,,,否,总表
互联网,小红书,10-10.30,小红书,8.30 - 9. 30,小红书,65.9,一般,社区技术部,技术/研发,客户端,客户端开发,上海,上海,10:00,20:00,10,5.5,5.5,未填写,18:00,否,否，可以带宠物,未填写,,未填写,,客户端组里氛围比较好，强度不算大，比较推荐,,,否,总表
互联网,小红书,10:00:00,小红书,9点到11点,小红书,65.9,一般,社区技术部,技术/研发,前端,前端开发,上海,上海,10:00,21:00,11,5.5,5.5,12:00,18:00,否,否,日报 周报,,未填写,,我呆的这个组卷，日报周报没完没了，每次开周会leader挨个喷一遍，有pua倾向，看不起组里人，实习期间被劝退,,,否,总表
互联网,小米,10:00:00,小米,07:00:00,小米,67.6,一般,AILab,算法,算法,算法,北京,北京,10:00,19:00,9,5,5,12:00,18:00,否,否,需要周报,,未填写,,技术氛围一般，作息很舒服,,,否,总表
互联网,小米,九点半,小米,八点到十点不等,小米,67.6,一般,互联网业务部,互联网业务部,设计,设计,北京,北京,09:30,,,5,5,12:00-14:00,05:30,否,否,是,,未填写,上班时间,食堂8太行，但是不卷，活不多，同事和氛围也很好，另外不打卡,,,否,总表
互联网,小米,10:00:00,小米,08:00:00,小米,67.6,一般,手机部系统软件部,手机部系统软件部,后端,后端开发,北京,北京,10:00,20:00,10,5,5,11:30,17:30,否,否,是,,未填写,,周五可以早走一会，每个人都要写周报日报,,,否,总表
互联网,小米,9:00-9:30,小米,最早6:30，一般7:00-8:00,小米,67.6,一般,天星数科风险管理,天星数科风险管理,数分,数据分析,北京,北京,09:00,18:30,9.5,5,5,12:00,18:00,否,可以早走,周报,,未填写,,氛围好，不卷，同事领导都很好，工作强度不大，就是薪资低,,,否,总表
互联网,小米,9:30-10:00,小米,9:00之后,小米,67.6,一般,天星数科国际业务,天星数科国际业务,,未填写,北京,北京,09:30,21:00,11.5,5,5,12:00,18:00,否,否,周会,,未填写,,工作强度大，时间长,,,否,总表
互联网,小米,10:00:00,小米,八点到十点不等,小米,67.6,一般,业务中台,平台/中台,产品,产品经理,北京,北京,10:00,,,5,5,12:00-14:00,无固定时间,否,否,是,,未填写,,,,,否,总表
互联网,小米,9:30-10:00,小米,19:00:00,小米,67.6,一般,业务中台部-大数据部,数据,产品,产品经理,武汉,武汉,09:30,19:00,9.5,5,5,12:00,18:00,否,是,True,,未填写,,武汉很轻松，钱也很少,,,否,总表
互联网,小鹏汽车,09:00:00,小鹏汽车,22:00:00,小鹏汽车,90.3,舒适,数字发展部,数字发展部,后端,后端开发,广州,广州,09:00,22:00,13,5（偶尔周末/节假日加班）,5,12:00,18:45,否,否,未填写,,未填写,,,,,否,总表
互联网,携程,10:00～10:30,携程,8:30～9:30,携程,70.2,良好,机票,机票,算法,算法,上海,上海,10:00,20:30,10.5,5,5,13:00,13:00,否,否,是,,未填写,,实习。但也有正式员工会干到12点,,,否,总表
互联网,携程,10:00:00,携程,8-9点，弹性工作时间,携程,70.2,良好,酒店研发部,技术/研发,后台开发,后端开发,上海,上海,10:00,20:00,10,5,5,没有规定,没有规定,否,一般会六七点走,否,,未填写,,工作时间比较弹性，理论上一天满八小时就行，大部分人会有十个小时，绩效貌似和完成的任务情况相关,,,否,总表
互联网,携程,10:00～10:30,携程,8:30～9:30,携程,70.2,良好,商旅,商旅,产品,产品经理,上海,上海,10:00,20:30,10.5,5,5,11:00,13:00,否,一般六点多就开始有人走了,每周小组需要写日报，组内轮流写,,未填写,,有的组不太忙平时七点左右就能走，发布日走的晚,,,否,总表
互联网,携程,10,携程,9,携程,70.2,良好,商旅,商旅,后端,后端开发,上海,上海,10:00,21:00,11,5,5,11:00,18:00,否,否，通常8点走,未填写,,未填写,,不同组，加班差距非常大,,,否,总表
互联网,新浪,8:30-10:30,新浪,17:30-19:30 活做完且工时数够9h即可,新浪,86.6,舒适,微博,微博,后端,后端开发,北京,北京,08:30,17:30,9,5,5,12:00,不固定,否,否,日报,,未填写,,技术氛围好 事情不多 不卷 公司设施齐全 食堂好吃 但团建不多,,,否,总表
互联网,瑆玥微光(北京)科技有限公司,09:00:00,瑆玥微光(北京)科技,18:30:00,瑆玥微光(北京)科技,81,良好,技术部,技术/研发,前端,前端开发,北京,北京,09:00,18:30,9.5,6,6,12:00,未填写,未填写,未填写,未填写,,未填写,,,,,否,总表
互联网,亚马逊,十点半,亚马逊,一周去公司两天。6点开始走人，7点全组走干净,亚马逊,90.7,舒适,FBA,FBA,sde,sde,北京,北京,10:00,06:00,20,5 长期wfh,5,12:00,未填写,未填写,未填写,每天10min站会，双周总结,,未填写,上班时间,长期居家办公，可以申请不去公司。请假自由。有oncall轮流。,,,否,总表
互联网,亚马逊,10:15:00,亚马逊,06:00:00,亚马逊,90.7,舒适,卖家支持,卖家支持,sde,sde,上海,上海,10:15,18:00,7.8,5,5,14:00,未填写,否,否,周报,,未填写,,养老,,,否,总表
互联网,一川机械,08:00:00,一川机械,20:00:00,一川机械,45.8,偏卷,研发部,技术/研发,项目软件开发,项目管理,东莞,东莞,08:00,20:00,12,6,6,12:00,17:30,否,否,否,,未填写,,自动化公司，一人一个项目，包揽界面到后台。（要求MFC/QT，常用运动控制卡，HALCON/OPENCV）,,,否,总表
互联网,鹰角网络,10:00:00,鹰角网络,19:00（晚到晚走）,鹰角网络,86.4,舒适,平台部,平台/中台,web全栈,全栈开发,上海,上海,10:00,19:00,9,5,5,任意,任意,否,否,否,,未填写,,,,,否,总表
互联网,英特尔,09:00:00,英特尔,05:00:00,英特尔,100,舒适,DCG,DCG,后端,后端开发,上海,上海,09:00,17:00,8,5,5,13:00,16:00,否,有事请假即可,1，3，5汇报进度,,未填写,,比较清闲，我上班刷题,,,否,总表
互联网,英特尔,09:00:00,英特尔,05:00:00,英特尔,100,舒适,MLP,MLP,算法,算法,上海,上海,09:00,17:00,8,5,5,12:00,05:00,否,否,正式工需要月报,,未填写,,如果你在的组有欧美国家或者印度同事，有些会议可能在正常的工作时间外。(午饭时间一般很早，很多时候十一点多就去了),,,否,总表
互联网,有赞,9.30-21.00,有赞,21,有赞,84.9,良好,支付,支付,后端,后端开发,杭州,杭州,09:00,21:00,12,5,5,12:00,18:00,18点走,18点走,日报,,未填写,,氛围不错,,,否,总表
互联网,猿辅导,10:30:00,猿辅导,07:00:00,猿辅导,82.3,良好,ai lab,ai lab,算法,算法,北京,北京,10:30,19:00,8.5,,5,12:00,18:00,未填写,未填写,未填写,,未填写,工作天数,,,,否,总表
互联网,猿印,10,猿印,9.30-10.30，一般十点左右走,猿印,57.6,一般,,未填写,客户端,客户端开发,北京,北京,10:00,21:00,11,5,5,未填写,19:00,否,双周活动日,否,,未填写,,组里氛围比较棒，和老员工沟通顺畅，由于是创业公司业务较多，比较忙，但技术提升较快,,,否,总表
互联网,悦淘网络科技(北京)有限公司,09:00:00,悦淘网络科技(北京),18:30:00,悦淘网络科技(北京),81,良好,技术部,技术/研发,前端,前端开发,北京,北京,09:00,18:30,9.5,6,6,12:00,未填写,未填写,未填写,未填写,,未填写,,,,,否,总表
互联网,招银网络科技,08:30:00,招银网络科技,8:30~9:30,招银网络科技,69.8,一般,零售,电商,全栈,全栈开发,成都,成都,08:30,08:30,,5,5,14:00,13:00,看情况早走,看情况早走,是,,未填写,,base低，且非常卷，技术也一般，如果是想来银行养老就不考虑了,,,否,总表
