公司_规范,集团,分类,记录数,原始名称数,城市数,城市,平均上班,平均下班,平均工时,评分,等级,备注数
苏亚金诚会计师事务所镇江分所,苏亚金诚会计师事务所镇江分所,其他,1,1,1,镇江,08:30,22:30,14.0,24.8,很卷,1
苏州云诺,苏州云诺,其他,1,1,1,苏州,09:00,17:00,8.0,98.7,舒适,0
苏州仙峰网络科技,苏州仙峰网络科技,互联网,1,1,1,苏州,09:00,,,,数据不足,1
苏州同程艺龙,苏州同程艺龙,互联网,1,1,1,苏州,09:30,18:30,9.0,91.4,舒适,1
航天通信中心,航天通信中心,其他,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,0
Supplyframe，四方维,Supplyframe，四方维,外企,1,1,1,苏州,08:00,17:00,9.0,89.7,舒适,1
Suzano,Suzano,外企,1,1,1,上海,08:00,19:00,11.0,62.6,一般,1
菊花外包,菊花外包,互联网,1,1,1,非洲,08:30,18:00,9.5,75.9,良好,1
苏州日升软件,苏州日升软件,互联网,1,1,1,苏州,09:00,18:00,9.0,92.4,舒适,1
苏州晶云药物科技,苏州晶云药物科技,其他,1,1,1,苏州,09:00,21:00,12.0,50.0,偏卷,0
苏州汇川,苏州汇川,其他,1,1,1,苏州,08:00,09:00,1.0,100.0,舒适,1
苏州环境云信息科技,苏州环境云信息科技,互联网,1,1,1,杭州,09:00,18:00,9.0,92.4,舒适,0
苏州盟拓软件,苏州盟拓软件,互联网,1,1,1,苏州,09:00,18:00,9.0,92.4,舒适,0
苏州联讯仪器,苏州联讯仪器,其他,1,1,1,苏州,09:00,17:30,8.5,98.5,舒适,1
苏州软装设计公司,苏州软装设计公司,其他,1,1,1,苏州,09:00,17:18,8.3,90.8,舒适,0
ZStack,ZStack,互联网,1,1,1,上海,09:30,18:30,9.0,91.4,舒适,0
ZTF证券,ZTF证券,金融,1,1,1,深圳,08:30,11:00,2.5,100.0,舒适,1
Zhui事务所,Zhui事务所,其他,1,1,1,杭州,09:00,23:00,14.0,40.4,偏卷,0
Zoom,Zoom,互联网,1,1,1,合肥,09:00,18:00,9.0,92.4,舒适,0
TP-LINK,TP-LINK,互联网,1,1,1,杭州,08:30,18:00,9.5,87.9,舒适,0
TRS,TRS,互联网,1,1,1,成都,09:30,18:30,9.0,91.4,舒适,1
薄荷健康,薄荷健康,其他,1,1,1,上海,09:00,19:00,10.0,81.6,良好,1
藤本化学制品,藤本化学制品,其他,1,1,1,大阪,08:40,17:30,8.8,92.7,舒适,0
英语流利说,英语流利说,其他,1,1,1,上海,10:30,20:00,9.5,81.6,良好,1
英雄互娱,英雄互娱,互联网,1,1,1,广州,09:18,21:00,11.7,52.7,偏卷,0
英雄互娱成都分部,英雄互娱成都分部,互联网,1,1,1,成都,09:30,18:30,9.0,91.4,舒适,0
英飞拓,英飞拓,其他,1,1,1,深圳,08:30,17:30,9.0,91.0,舒适,0
茶百道,茶百道,其他,1,1,1,武汉,09:00,17:00,8.0,94.2,舒适,1
荣数信息,荣数信息,互联网,1,1,1,上海,09:00,17:30,8.5,95.5,舒适,1
荣盛发展,荣盛发展,其他,1,1,1,廊坊,08:30,20:00,11.5,50.3,偏卷,1
W,W,其他,1,1,1,上海,11:00,23:00,12.0,42.3,偏卷,1
SmartNews (知息科技),SmartNews (知息科技),互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
Soul APP,Soul APP,互联网,1,1,1,南京,09:30,19:00,9.5,86.1,舒适,0
Soul App,Soul App,互联网,1,1,1,上海,10:00,21:00,11.0,57.6,一般,0
Soul app,Soul app,互联网,1,1,1,上海,09:30,19:00,9.5,86.1,舒适,0
StreamNative,StreamNative,其他,1,1,1,远程,09:15,18:30,9.2,89.5,舒适,1
"Supplyframe,四方维","Supplyframe,四方维",外企,1,1,1,苏州,08:00,17:00,9.0,89.7,舒适,1
菜迪生科教网络,菜迪生科教网络,其他,1,1,1,泉州,08:30,17:30,9.0,85.0,舒适,0
萨莉亚,萨莉亚,外企,1,1,1,广州,09:00,20:00,11.0,56.3,一般,1
蓝凌软件,蓝凌软件,互联网,1,1,1,深圳,09:00,18:30,9.5,87.0,舒适,1
蓝河乳业,蓝河乳业,其他,1,1,1,长沙,09:00,18:00,9.0,87.9,舒适,0
蓝色创想,蓝色创想,互联网,1,1,1,北京,08:30,18:30,10.0,82.5,良好,1
蓝诺微银(北京)信息技术,蓝诺微银(北京)信息技术,互联网,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,0
Synopsys,Synopsys,外企,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,1
TC,TC,互联网,1,1,1,上海,08:30,17:00,8.5,94.2,舒适,0
TK保险集团总部,TK保险集团总部,金融,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
SAS,SAS,外企,1,1,1,北京,09:00,17:30,8.5,95.5,舒适,0
SED新西林,SED新西林,其他,1,1,1,深圳,09:00,22:00,13.0,39.2,很卷,1
SMIC,SMIC,其他,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
ST,ST,外企,1,1,1,深圳,09:00,,,,数据不足,1
Sabre,Sabre,互联网,1,1,1,上海,,,,,数据不足,0
SanDisk,SanDisk,外企,1,1,1,上海,08:00,17:30,9.5,86.6,舒适,1
Second Spectrum,Second Spectrum,互联网,1,1,1,上海,09:30,18:00,8.5,96.8,舒适,1
RELX悦刻,RELX悦刻,其他,1,1,1,北京,09:30,19:00,9.5,86.1,舒适,1
西安国联质量检测技术,西安国联质量检测技术,互联网,1,1,1,西安,08:30,17:30,9.0,91.0,舒适,1
西安数峰信息科技,西安数峰信息科技,互联网,1,1,1,西安,10:00,17:00,7.0,100.0,舒适,1
西安瑞联新材料,西安瑞联新材料,其他,1,1,1,西安,08:00,18:00,10.0,77.4,良好,0
蘑菇车联,蘑菇车联,其他,1,1,1,北京,09:00,09:00,,,数据不足,1
虎扑,虎扑,互联网,1,1,1,上海,09:30,18:00,8.5,96.8,舒适,1
虹晟科技,虹晟科技,互联网,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
虹软,虹软,互联网,1,1,1,杭州,09:00,20:00,11.0,60.8,一般,0
虾皮（shopee）,虾皮（shopee）,互联网,1,1,1,深圳,10:00,19:10,9.2,87.2,舒适,1
蚂蚁支付宝,蚂蚁支付宝,互联网,1,1,1,深圳,10:00,19:00,9.0,89.2,舒适,1
蚌埠知产相关小公司,蚌埠知产相关小公司,其他,1,1,1,蚌埠,08:30,17:30,9.0,91.0,舒适,1
蛮啾,蛮啾,互联网,1,1,1,上海,,,,,数据不足,0
蜀海供应链（北京）,蜀海供应链（北京）,互联网,1,1,1,北京,08:00,20:00,12.0,47.3,偏卷,1
蜂助手,蜂助手,其他,1,1,1,广州,09:00,18:10,9.2,90.4,舒适,0
蜜源（广州）新媒体科技,蜜源（广州）新媒体科技,互联网,1,1,1,广州,09:00,19:00,10.0,78.6,良好,0
蜜雪冰城,蜜雪冰城,其他,1,1,1,郑州,05:30,14:30,9.0,83.7,良好,1
证券公司,证券公司,金融,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,0
诗悦,诗悦,互联网,1,1,1,广州,09:00,20:00,11.0,60.8,一般,1
蝉妈妈,蝉妈妈,互联网,1,1,1,厦门,09:00,18:00,9.0,92.4,舒适,1
融创中国华南区域,融创中国华南区域,其他,1,1,1,深圳,09:00,20:30,11.5,55.4,一般,0
行影旅行,行影旅行,其他,1,1,1,广州,09:30,18:00,8.5,93.8,舒适,0
衡水中学,衡水中学,其他,1,1,1,衡水,05:25,10:15,4.8,100.0,舒适,1
装修行业,装修行业,其他,1,1,1,全国,08:00,08:00,,,数据不足,0
西安亚购信息科技,西安亚购信息科技,互联网,1,1,1,西安,08:00,17:00,9.0,89.7,舒适,0
西安华耀朗盛电子科技,西安华耀朗盛电子科技,其他,1,1,1,西安,09:00,18:00,9.0,92.4,舒适,0
西安华讯科技,西安华讯科技,互联网,1,1,1,西安,08:00,,,,数据不足,1
Shein,Shein,其他,1,1,1,广州,09:00,22:00,13.0,33.2,很卷,0
Paypal,Paypal,互联网,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,0
Pony.ai,Pony.ai,互联网,1,1,1,北京,10:30,19:30,9.0,87.0,舒适,1
Qualcomm,Qualcomm,互联网,1,1,1,上海,09:30,18:00,8.5,96.8,舒适,0
RADII,RADII,其他,1,1,1,上海,10:00,18:30,8.5,94.6,舒适,0
REI,REI,外企,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
Optus,Optus,互联网,1,1,1,海外,,,,,数据不足,0
Orange Cyberdefense,Orange Cyberdefense,外企,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
PB TECH NZ,PB TECH NZ,外企,1,1,1,新西兰奥克兰,09:00,17:00,8.0,98.7,舒适,1
PICC,PICC,金融,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,0
POPMART泡泡玛特,POPMART泡泡玛特,其他,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,1
贝塔科技,贝塔科技,互联网,1,1,1,北京,10:00,21:00,11.0,57.6,一般,1
贝达药业,贝达药业,其他,1,1,1,杭州,,,,,数据不足,1
财信人寿,财信人寿,金融,1,1,1,,08:10,17:30,9.3,76.3,良好,0
西安诺瓦星云科技,西安诺瓦星云科技,互联网,1,1,1,西安,08:30,18:00,9.5,87.9,舒适,1
西部数据（外企）,西部数据（外企）,外企,1,1,1,深圳,08:18,17:12,8.9,91.1,舒适,1
西麦,西麦,其他,1,1,1,南京,08:30,17:30,9.0,91.0,舒适,1
觅赢,觅赢,互联网,1,1,1,青岛,08:00,23:00,15.0,14.9,很卷,1
视觉中国,视觉中国,互联网,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
言灵无界,言灵无界,其他,1,1,1,成都,09:00,18:00,9.0,92.4,舒适,1
讯一佳,讯一佳,互联网,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,1
许继软件技术,许继软件技术,互联网,1,1,1,许昌,08:18,17:18,9.0,90.5,舒适,0
赫基,赫基,其他,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,1
超参数科技,超参数科技,互联网,1,1,1,深圳,10:00,18:00,8.0,100.0,舒适,1
超级猩猩,超级猩猩,互联网,1,1,1,深圳,10:00,18:30,8.5,94.6,舒适,1
话本小说,话本小说,互联网,1,1,1,北京,09:00,18:30,9.5,81.0,良好,1
诺博,诺博,其他,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
诺斯贝尔化妆品,诺斯贝尔化妆品,其他,1,1,1,中山,08:30,18:00,9.5,84.9,良好,0
诺诺网,诺诺网,互联网,1,1,1,杭州,08:30,20:00,11.5,56.3,一般,0
谷医堂,谷医堂,其他,1,1,1,长沙,09:00,18:00,9.0,87.9,舒适,1
豪腾嘉科,豪腾嘉科,互联网,1,1,1,北京,10:00,20:18,10.3,65.2,一般,0
RIB,RIB,外企,1,1,1,广州,07:30,16:30,9.0,89.7,舒适,0
RSS3,RSS3,互联网,1,1,1,世界各地,11:00,,,,数据不足,1
Raydata,Raydata,互联网,1,1,1,北京,10:00,17:00,7.0,100.0,舒适,0
Newsbreak,Newsbreak,互联网,1,1,1,北京,10:00,19:00,9.0,92.2,舒适,1
Nokia,Nokia,互联网,1,1,1,青岛,09:00,17:00,8.0,98.7,舒适,0
OKEx（违法边缘公司）,OKEx（违法边缘公司）,互联网,1,1,1,,09:40,18:30,8.8,92.7,舒适,0
ONES,ONES,互联网,1,1,1,深圳,10:00,18:30,8.5,94.6,舒适,0
McKinsey,McKinsey,外企,1,1,1,上海,09:00,13:30,4.5,100.0,舒适,0
McKinsey & Company,McKinsey & Company,外企,1,1,1,上海,09:00,13:30,4.5,100.0,舒适,0
MicroFocus,MicroFocus,互联网,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,1
Mobplus,Mobplus,互联网,1,1,1,中国,10:00,18:00,8.0,100.0,舒适,1
车来了,车来了,互联网,1,1,1,北京,09:30,18:30,9.0,91.4,舒适,1
软件公司,软件公司,互联网,1,1,1,北京,08:30,17:00,8.5,94.2,舒适,1
软通,软通,金融,1,1,1,上海,08:30,20:30,12.0,56.9,一般,0
贵州省农村信用合作联社,贵州省农村信用合作联社,金融,1,1,1,铜仁,08:30,18:30,10.0,78.0,良好,0
贺州辰月科技服务,贺州辰月科技服务,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
资产评估公司,资产评估公司,金融,1,1,1,昆明,09:00,19:00,10.0,75.6,良好,0
赛优教育,赛优教育,互联网,1,1,1,北京,09:30,20:30,11.0,53.8,偏卷,1
赞同科技,赞同科技,互联网,1,1,1,福州,08:30,18:00,9.5,86.4,舒适,1
赢时胜,赢时胜,金融,1,1,1,长沙,09:00,18:00,9.0,92.4,舒适,0
赢者科技,赢者科技,互联网,1,1,1,重庆,09:00,21:00,12.0,38.0,很卷,0
赣州银行,赣州银行,金融,1,1,1,九江,08:18,08:18,,,数据不足,1
赤峰云联科技,赤峰云联科技,互联网,1,1,1,赤峰,08:30,14:00,5.5,100.0,舒适,0
迅龙创威,迅龙创威,互联网,1,1,1,深圳,09:00,20:00,11.0,54.8,偏卷,1
越秀地产,越秀地产,其他,1,1,1,广州,09:00,19:00,10.0,81.6,良好,1
趋势科技,趋势科技,互联网,1,1,1,南京,09:00,18:00,9.0,92.4,舒适,0
趋势科技， Trend Micro,趋势科技， Trend Micro,互联网,1,1,1,南京,09:00,18:00,9.0,92.4,舒适,0
趣加FunPlus,趣加FunPlus,互联网,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,0
趣头条,趣头条,互联网,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,0
躺平设计家,躺平设计家,互联网,1,1,1,上海,10:00,20:00,10.0,78.4,良好,0
车主邦,车主邦,互联网,1,1,1,北京,09:00,21:00,12.0,50.0,偏卷,0
车托帮,车托帮,互联网,1,1,1,北京,09:30,18:30,9.0,91.4,舒适,1
PRA,PRA,外企,1,1,1,大连,10:00,19:00,9.0,89.2,舒适,1
Paraza,Paraza,外企,1,1,1,海外,09:00,16:30,7.5,100.0,舒适,0
Parexel,Parexel,外企,1,1,1,沈阳,09:00,18:00,9.0,92.4,舒适,1
Luxshare-Ict,Luxshare-Ict,其他,1,1,1,昆山,08:00,20:30,12.5,40.4,偏卷,0
MG,MG,互联网,1,1,1,深圳,09:30,18:30,9.0,91.4,舒适,0
MINISO,MINISO,其他,1,1,1,广州,08:30,18:30,10.0,82.5,良好,0
Mattel,Mattel,外企,1,1,1,深圳,07:30,16:30,9.0,92.7,舒适,0
迪卡侬,迪卡侬,外企,1,1,1,上海,09:15,18:00,8.8,94.3,舒适,1
述信科技,述信科技,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
追一,追一,互联网,1,1,1,深圳,09:40,21:00,11.3,55.7,一般,1
逗乐互娱,逗乐互娱,互联网,1,1,1,厦门,09:00,18:30,9.5,87.0,舒适,0
通用汽车,通用汽车,其他,1,1,1,上海,09:00,19:00,10.0,81.6,良好,0
软通动力,软通动力,互联网,1,1,1,北京,09:30,12:00,2.5,100.0,舒适,1
轻松筹,轻松筹,其他,1,1,1,北京,09:30,19:00,9.5,86.1,舒适,1
辛橙科技,辛橙科技,互联网,1,1,1,杭州,09:30,18:00,8.5,96.8,舒适,1
辰星冶金,辰星冶金,其他,1,1,1,武汉,09:00,17:30,8.5,95.5,舒适,0
边锋,边锋,互联网,1,1,1,北京,10:00,21:30,11.5,52.2,偏卷,1
边锋网络,边锋网络,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
辽宁向日葵教育,辽宁向日葵教育,其他,1,1,1,沈阳,09:00,17:30,8.5,95.5,舒适,1
辽宁实华,辽宁实华,其他,1,1,1,,08:00,17:00,9.0,89.7,舒适,1
辽宁自贸试验区（营口片区）桔子数字科技,辽宁自贸试验区（营口片区）桔子数字科技,互联网,1,1,1,北京,09:30,18:30,9.0,91.4,舒适,1
达达-京东,京东,互联网,1,1,1,北京,09:30,21:00,11.5,54.4,偏卷,0
迁安市九江线材,迁安市九江线材,其他,1,1,1,唐山,08:00,20:00,12.0,47.3,偏卷,0
K11,K11,其他,1,1,1,天津,09:00,18:00,9.0,92.4,舒适,0
KLOOK客路旅行,KLOOK客路旅行,互联网,1,1,1,深圳,09:45,,,,数据不足,1
Kantar,Kantar,外企,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,1
Keysight,Keysight,外企,1,1,1,上海,08:30,17:30,9.0,91.0,舒适,0
邦道科技,邦道科技,互联网,1,1,1,无锡,09:00,18:00,9.0,92.4,舒适,1
邮储总行,邮储总行,金融,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,1
邮储软研,邮储软研,互联网,1,1,1,合肥,08:30,17:30,9.0,86.5,舒适,0
邵阳和牧场,邵阳和牧场,其他,1,1,1,东莞,09:18,18:18,9.0,91.8,舒适,1
迈思亿科技教育公司,迈思亿科技教育公司,互联网,1,1,1,,09:00,17:30,8.5,89.5,舒适,1
迈拓仪表,迈拓仪表,其他,1,1,1,南京,08:15,23:00,14.8,15.3,很卷,0
迈斯高科技,迈斯高科技,其他,1,1,1,深圳,08:30,,,,数据不足,1
迈梭电子（上海）,迈梭电子（上海）,其他,1,1,1,上海,08:30,20:30,12.0,46.4,偏卷,0
迈瑞医疗,迈瑞医疗,其他,1,1,1,,08:30,18:00,9.5,83.4,良好,0
迈睿（原欧唯特）,迈睿（原欧唯特）,其他,1,1,1,上海,09:00,,,,数据不足,0
远洋地产,远洋地产,其他,1,1,1,天津,09:00,19:00,10.0,77.1,良好,1
连云港润众制药,连云港润众制药,其他,1,1,1,连云港,09:00,17:00,8.0,92.7,舒适,1
重庆众心,重庆众心,互联网,1,1,1,重庆,09:00,18:00,9.0,92.4,舒适,1
重庆信驰科技,重庆信驰科技,其他,1,1,1,重庆,08:30,17:30,9.0,85.0,舒适,0
速道救援,速道救援,其他,1,1,1,无锡,09:00,17:18,8.3,96.8,舒适,0
造价咨询,造价咨询,其他,1,1,1,郑州,08:18,18:00,9.7,80.1,良好,0
造雨者,造雨者,其他,1,1,1,广州,10:00,19:00,9.0,89.2,舒适,1
道通,道通,互联网,1,1,1,西安,08:30,21:30,13.0,34.1,很卷,0
遨森,遨森,其他,1,1,1,宁波,08:00,20:00,12.0,39.8,很卷,0
遨森电商,遨森电商,互联网,1,1,1,宁波,08:00,19:30,11.5,51.2,偏卷,0
邢台路桥建设,邢台路桥建设,其他,1,1,1,,05:00,,,,数据不足,1
邦盛科技,邦盛科技,金融,1,1,1,杭州,09:30,18:00,8.5,96.8,舒适,0
NR,NR,其他,1,1,1,南京,08:00,21:00,13.0,35.0,很卷,0
NVIDIA,NVIDIA,外企,1,1,1,深圳,10:00,20:00,10.0,78.4,良好,1
NXP,NXP,外企,1,1,1,深圳,10:00,,,,数据不足,1
Jingdigital,Jingdigital,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,0
John,John,其他,1,1,1,深圳,08:30,17:30,9.0,91.0,舒适,0
Juicedata,Juicedata,互联网,1,1,1,杭州,10:00,18:00,8.0,100.0,舒适,1
郑州铁越电子商务,郑州铁越电子商务,互联网,1,1,1,郑州,09:00,18:00,9.0,86.4,舒适,1
郑州鸿浩信息技术,郑州鸿浩信息技术,其他,1,1,1,郑州,08:30,17:30,9.0,89.5,舒适,1
部委下属企业,部委下属企业,金融,1,1,1,北京,08:18,17:00,8.7,92.4,舒适,0
部委直属二类事业单位（就是公司化管理那种）,部委直属二类事业单位（就是公司化管理那种）,其他,1,1,1,北京,08:30,16:30,8.0,97.3,舒适,1
酷玩实验室,酷玩实验室,互联网,1,1,1,北京,10:00,19:00,9.0,89.2,舒适,1
重庆ABB变压器公司（日立新能源）,重庆ABB变压器公司（日立新能源）,外企,1,1,1,重庆,08:00,17:00,9.0,89.7,舒适,0
LVMH外企,LVMH外企,外企,1,1,1,上海,10:00,18:00,8.0,100.0,舒适,0
Leagosft,Leagosft,互联网,1,1,1,深圳,08:30,17:30,9.0,94.0,舒适,0
Lenovo,Lenovo,其他,1,1,1,北京,10:00,22:00,12.0,42.3,偏卷,0
LinkedIn China,LinkedIn China,互联网,1,1,1,北京,10:00,18:00,8.0,100.0,舒适,1
Longbridge(长桥证券),Longbridge(长桥证券),互联网,1,1,1,杭州,10:00,19:00,9.0,89.2,舒适,1
HS,HS,互联网,1,1,1,广州,09:00,18:00,9.0,92.4,舒适,0
HSBC,HSBC,金融,1,1,1,上海,,,,,数据不足,0
Hand,Hand,其他,1,1,1,武汉,09:10,19:00,9.8,83.3,良好,1
IDC（国际数据咨询公司）,IDC（国际数据咨询公司）,外企,1,1,1,北京,10:00,18:00,8.0,100.0,舒适,1
重庆九吨科技,重庆九吨科技,其他,1,1,1,重庆,09:30,19:00,9.5,86.1,舒适,1
金航,金航,其他,1,1,1,西安,09:00,18:00,9.0,92.4,舒适,1
重庆天蛙科技,重庆天蛙科技,其他,1,1,1,重庆,09:00,18:00,9.0,87.9,舒适,1
重庆帕斯亚科技,重庆帕斯亚科技,互联网,1,1,1,重庆,08:30,17:30,9.0,91.0,舒适,0
重庆昆冈科技,重庆昆冈科技,互联网,1,1,1,重庆,09:00,17:30,8.5,95.5,舒适,1
重庆汇杰人力资源开发,重庆汇杰人力资源开发,其他,1,1,1,重庆,08:30,18:00,9.5,81.9,良好,0
重庆热麦科技,重庆热麦科技,互联网,1,1,1,重庆,09:15,18:00,8.8,94.3,舒适,1
重庆艺星整形美容医院,重庆艺星整形美容医院,其他,1,1,1,重庆,09:00,18:00,9.0,86.4,舒适,0
重庆荣途文化传播,重庆荣途文化传播,互联网,1,1,1,重庆,09:00,17:00,8.0,94.2,舒适,1
重庆金康,重庆金康,其他,1,1,1,重庆,08:15,18:30,10.2,64.6,一般,0
重庆金康赛力斯汽车,重庆金康赛力斯汽车,其他,1,1,1,重庆,08:15,19:30,11.2,53.8,偏卷,1
重庆长厦安基建筑设计有限公司武汉,重庆长厦安基建筑设计有限公司武汉,其他,1,1,1,武汉,09:30,10:00,0.5,100.0,舒适,0
量驰建筑,量驰建筑,其他,1,1,1,杭州,08:30,17:00,8.5,94.2,舒适,1
金东,金东,其他,1,1,1,北京,09:00,17:00,8.0,98.7,舒适,0
金东康,金东康,互联网,1,1,1,南京,09:00,17:30,8.5,95.5,舒适,0
郑州大学综合设计研究院,郑州大学综合设计研究院,其他,1,1,1,郑州,08:30,18:00,9.5,75.9,良好,0
郑州市二七区,郑州市二七区,其他,1,1,1,郑州,08:30,17:30,9.0,91.0,舒适,0
金卡智能,金卡智能,其他,1,1,1,杭州,08:30,20:00,11.5,51.8,偏卷,0
金明源,金明源,互联网,1,1,1,郑州,09:00,17:30,8.5,95.5,舒适,0
金格科技,金格科技,互联网,1,1,1,南昌,08:30,17:30,9.0,91.0,舒适,0
Inventus Power,Inventus Power,外企,1,1,1,广州,08:00,17:30,9.5,86.6,舒适,1
JCDecaux,JCDecaux,外企,1,1,1,北京,09:00,18:00,9.0,92.4,舒适,0
JJ城建,JJ城建,金融,1,1,1,,08:18,17:00,8.7,86.4,舒适,1
Fast Retailing(迅销）,Fast Retailing(迅销）,外企,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
Fiture,Fiture,互联网,1,1,1,上海,10:00,19:00,9.0,89.2,舒适,1
FunPlus,FunPlus,互联网,1,1,1,上海,10:00,19:00,9.0,92.2,舒适,0
GAOTU,GAOTU,互联网,1,1,1,北京,10:00,,,,数据不足,0
GBI,GBI,互联网,1,1,1,上海,09:00,19:00,10.0,81.6,良好,0
Gitee码云,Gitee码云,互联网,1,1,1,深圳,07:00,16:00,9.0,89.7,舒适,1
Gleeds,Gleeds,外企,1,1,1,上海,09:00,20:00,11.0,60.8,一般,0
Google中国,Google中国,互联网,1,1,1,北京,10:00,18:30,8.5,94.6,舒适,0
金科,金科,其他,1,1,1,上海,09:00,18:00,9.0,87.9,舒适,0
金科地产,金科地产,互联网,1,1,1,重庆,08:30,18:30,10.0,82.5,良好,0
Dotc/酷量科技/上海苍苔,Dotc/酷量科技/上海苍苔,互联网,1,1,1,上海,10:00,19:00,9.0,84.7,良好,1
长城新媒体,长城新媒体,其他,1,1,1,石家庄,08:30,17:30,9.0,91.0,舒适,1
长投学堂,长投学堂,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,0
长春市市政工程设计研究院,长春市市政工程设计研究院,其他,1,1,1,长春,08:18,20:00,11.7,48.5,偏卷,0
长江设计院,长江设计院,其他,1,1,1,武汉,08:00,08:00,,,数据不足,1
金融壹账通,金融壹账通,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,0
金证财富,金证财富,互联网,1,1,1,深圳,09:30,18:30,9.0,91.4,舒适,0
钦州名雕装饰工程,钦州名雕装饰工程,其他,1,1,1,广西钦州,08:50,18:00,9.2,84.7,良好,1
钱大妈,钱大妈,其他,1,1,1,广州,09:30,18:00,8.5,93.8,舒适,1
铁一院,铁一院,其他,1,1,1,西安,08:00,21:00,13.0,35.0,很卷,1
铁科院,铁科院,互联网,1,1,1,北京,08:30,17:30,9.0,91.0,舒适,0
铜鼓中学,铜鼓中学,其他,1,1,1,江西宜春,06:20,22:20,16.0,9.5,很卷,0
银汉游戏,银汉游戏,互联网,1,1,1,广州,09:00,,,,数据不足,0
银江,银江,其他,1,1,1,杭州,08:30,19:00,10.5,62.6,一般,0
银科,银科,金融,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
金升阳,金升阳,其他,1,1,1,广州,08:09,17:09,9.0,90.1,舒适,0
银雁科技,银雁科技,互联网,1,1,1,深圳,09:00,18:00,9.0,92.4,舒适,1
链家,链家,其他,1,1,1,北京,09:30,18:00,8.5,96.8,舒适,1
销售易,销售易,互联网,1,1,1,西安,09:00,19:00,10.0,81.6,良好,1
锅圈,锅圈,互联网,1,1,1,上海,09:00,18:00,9.0,92.4,舒适,1
锐明技术,锐明技术,其他,1,1,1,深圳,09:00,09:00,,,数据不足,0
GroupM（群邑）,GroupM（群邑）,其他,1,1,1,上海,10:30,19:30,9.0,87.0,舒适,1
GrowingIO,GrowingIO,互联网,1,1,1,杭州,10:00,20:00,10.0,78.4,良好,0
